"","id","abstract","title","included_ats","included_final"
"46",531,"Anxiety disorders are widespread psychiatric conditions with significant social and professional disability, poor quality of life, an increased risk of suicide, and frequent attendance of medical services. Serotonin reuptake inhibitors (SRI) and serotonin and norepinephrine reuptake inhibitors (SNRI) have demonstrated a rather robust efficacy for the treatment of most of anxiety disorders. Nevertheless a substantial number of patients are resistant or still suffer from residual symptoms despite this first line treatment. The objective of our paper is to review relevant studies for the pharmacologic management of anxiety disorders resistant to the first line treatment. For this purpose, we conducted a pubmed/medline search for double-blind placebo-controlled trials of treatment-resistant anxiety disorders. An adequate trial for a SRI in the treatment of obsessive-compulsive disorder (OCD) should continue for at least 12 weeks. Special considerations of the comorbidities and symptom profile could help in the choice of an appropriate pharmacotherapy. Several trials have highlighted the efficacy of antipsychotics as an add-on to SRI in treatment-resistant OCD such as haloperidol more so when comorbid with a tic disorder, or risperidone that can reduce OCD as well as depressive symptoms. Aripiprazole has been shown efficacious in two placebo-controlled double-blind trials, while the efficacy of quetiapine and olanzapine remains controversial. Other trials showed some efficacy of anticonvulsants (lamotrigine, topiramate), pindolol, memantin and N-acetylcystein as an adjunctive treatment to SRI for resistant OCD. Few trials have investigated selective serotonin reuptake inhibitors (SSRI) or SNRI resistant generalized anxiety disorder showing a failure of adjunctive therapy with olanzapine, quetiapine, ziprasidone and risperidone. These studies were underpowered and very limited in number. Adjunctive risperidone for resistant post-traumatic stress disorder (PTSD) showed benefit in some but not all trials. Olanzapine was beneficial for the reduction of the CAPS score in addition to the improvement of sleep disturbances. Furthermore, prazosin was efficacious by reducing PTSD symptoms, sleep disturbances, nightmares, and psychological distress. One double-blind placebo-controlled study was conducted to investigate treatment-resistant social phobia showing no benefit of pindolol add-on paroxetine. Our results demonstrate that the pharmacological management of treatment-resistant anxiety disorders is not sufficiently investigated in double-blind placebo-controlled trials, despite a growing evidence in favor of antipsychotics and some other pharmacological agents in resistant OCD and, to a lesser extent, PTSD. Hence, there is a crucial need for larger double-blind placebo-controlled trials for resistant anxiety disorders. Finally, being out of the scope of our review, we omitted studies of non-pharmacologic therapies.","treatment-resistant anxiety disorders: a literature review of drug therapy strategies",0,0
"47",1235,"Anxiety disorders are widespread psychiatric conditions with significant social and professional disability, poor quality of life, an increased risk of suicide, and frequent attendance of medical services. Serotonin reuptake inhibitors (SRI) and serotonin and norepinephrine reuptake inhibitors (SNRI) have demonstrated a rather robust efficacy for the treatment of most of anxiety disorders. Nevertheless a substantial number of patients are resistant or still suffer from residual symptoms despite this first line treatment. The objective of our paper is to review relevant studies for the pharmacologic management of anxiety disorders resistant to the first line treatment. For this purpose, we conducted a pubmed/medline search for double-blind placebo-controlled trials of treatment-resistant anxiety disorders. An adequate trial for a SRI in the treatment of obsessive-compulsive disorder (OCD) should continue for at least 12 weeks. Special considerations of the comorbidities and symptom profile could help in the choice of an appropriate pharmacotherapy. Several trials have highlighted the efficacy of antipsychotics as an add-on to SRI in treatment-resistant OCD such as haloperidol more so when comorbid with a tic disorder, or risperidone that can reduce OCD as well as depressive symptoms. Aripiprazole has been shown efficacious in two placebo-controlled double-blind trials, while the efficacy of quetiapine and olanzapine remains controversial. Other trials showed some efficacy of anticonvulsants (lamotrigine, topiramate), pindolol, memantin and N-acetylcystein as an adjunctive treatment to SRI for resistant OCD. Few trials have investigated selective serotonin reuptake inhibitors (SSRI) or SNRI resistant generalized anxiety disorder showing a failure of adjunctive therapy with olanzapine, quetiapine, ziprasidone and risperidone. These studies were underpowered and very limited in number. Adjunctive risperidone for resistant post-traumatic stress disorder (PTSD) showed benefit in some but not all trials. Olanzapine was beneficial for the reduction of the CAPS score in addition to the improvement of sleep disturbances. Furthermore, prazosin was efficacious by reducing PTSD symptoms, sleep disturbances, nightmares, and psychological distress. One double-blind placebo-controlled study was conducted to investigate treatment-resistant social phobia showing no benefit of pindolol add-on paroxetine. Our results demonstrate that the pharmacological management of treatment-resistant anxiety disorders is not sufficiently investigated in double-blind placebo-controlled trials, despite a growing evidence in favor of antipsychotics and some other pharmacological agents in resistant OCD and, to a lesser extent, PTSD. Hence, there is a crucial need for larger double-blind placebo-controlled trials for resistant anxiety disorders. Finally, being out of the scope of our review, we omitted studies of non-pharmacologic therapies.",NA,0,0
"48",14647,NA,"potentially traumatic event exposure, posttraumatic stress disorder, and axis i and ii comorbidity in a population-based study of norwegian young adults",0,0
"49",14634,NA,"incidence of hospital-treated traumatic brain injury in the oslo population",0,0
"50",13679,NA,"mental preparedness as a pathway to police resilience and optimal functioning in the line of duty",0,0
"51",14211,NA,"delayed-onset posttraumatic stress disorder: a systematic review of the evidence",0,0
"52",14156,NA,"comparison of immediate-onset and delayed-onset posttraumatic stress disorder in military veterans",0,0
"53",14805,NA,"latent class growth modelling: a tutorial",0,0
"54",14625,NA,"coping and emotional adjustment following traumatic brain injury",0,0
"55",14751,NA,"psychometric properties of the 42-item and 21-item versions of the depression anxiety stress scales in clinical groups and a community sample",0,0
"56",14242,NA,"full information estimation in the presence of incomplete data",0,0
"57",14777,NA,"prevalence and duration of ptsd in survivors 6 years after a natural disaster",0,0
"58",14778,NA,"traumatic bereavement, acute dissociation, and posttraumatic stress: 14 years after the ms estonia disaster",0,0
"59",14779,NA,"properties of swedish posttraumatic stress measures after a disaster",0,0
"60",14644,NA,"screening for substance abuse in individuals with traumatic brain injury",0,0
"61",14326,NA,"auxiliary variables in mixture modeling: a 3-step approach using mplus",0,0
"62",14762,NA,"comparability of telephone and face-to-face interviews in assessing patients with posttraumatic stress disorder",0,0
"63",14243,NA,"the alcohol use disorders identification test: guidelines for use in primary care",0,0
"64",14608,NA,"the prevalence of posttraumatic stress disorder among children and adolescents affected by tsunami disaster in tamil nadu",0,0
"65",14368,NA,"predictors of risk and resilience for posttraumatic stress disorder among ground combat marines: methods of the marine resiliency study",0,0
"66",14646,NA,"the injury severity score: a method for describing patients with multiple injuries and evaluating emergency care",0,0
"67",14118,NA,"the role of social support in well-being and coping with self-reported stressful events in adolescents",0,0
"68",14846,NA,"traumatic stress in parents of children admitted to the pediatric intensive care unit",0,0
"69",14901,NA,"posttraumatic growth in adolescent survivors of cancer and their mothers and fathers",0,0
"70",14679,NA,"planning for burn disasters: lessons learned from one hundred years of history",0,0
"71",14729,NA,"psychiatric and cognitive effects of war in former yugoslavia association of lack of redress for trauma and posttraumatic stress reactions",0,0
"72",14119,NA,"observations on the use of growth mixture models in psychological research",0,0
"73",14120,NA,"overextraction of latent trajectory classes: much ado about nothing? reply to rindskopf (2003), muthén (2003), and cudeck and henly (2003)",0,0
"74",14267,NA,"doing and being well (for the most part): adaptive patterns of narrative self-evaluation during bereavement",0,0
"75",14730,NA,"association of trauma and ptsd symptoms with openness to reconciliation and feelings of revenge among former ugandan and congolese child soldiers",0,0
"76",14806,NA,"coping responses and posttraumatic stress symptomatology in urban fire service personnel",0,0
"77",14807,NA,"social support and network conflict in firefighters and paramedics",0,0
"78",942,NA,"the abc profile of the ham-d 17",0,0
"79",14369,NA,"an inventory for measuring clinical anxiety: psychometric properties",0,0
"80",14602,NA,"disasters, victimization, and children's mental health",0,0
"81",14158,NA,"atrocities exposure in vietnam combat veterans with chronic posttraumatic stress disorder: relationship to combat exposure, symptom severity, guilt, and interpersonal violence",0,0
"82",413,"Objectives. The study examined the long-term course of posttraumatic stress disorder (PTSD) by analyzing rates of recurrence and the predictive value of comorbid psychiatric disorders and psychosocial functioning. Methods. This study is based on diagnostic assessments administered at intake and subsequent follow-up interviews over a period of 15 years in a sample of 90 anxiety-disordered patients with comorbid PTSD who participated in the Harvard Brown Anxiety Research project (HARP). KaplanMeier life table analysis revealed a 0.20 probability of full remission during the 15 years of follow-up. Results. Latent growth model (LGM) analysis revealed that the number of trauma exposures was a predictor of a worse course of PTSD but only during some intervals of the 15-year follow-up. Subjects with full social phobia were more likely to experience worsening of PTSD over time in comparison with subjects with less severe social phobia. Role functioning in the areas of household and employment was a significant predictor of a declining course of PTSD. Conclusions. These findings revealed the dynamic nature of the predictive value of traumatic experiences, the deleterious effect of social phobia and the long term effect of psychosocial functioning on the course of PTSD. Implications for treatment planning and development of interventions for PTSD are discussed. © 2013 Informa Healthcare.","predictors of the long-term course of comorbid ptsd: a naturalistic prospective study",1,0
"83",413,"Objectives. The study examined the long-term course of posttraumatic stress disorder (PTSD) by analyzing rates of recurrence and the predictive value of comorbid psychiatric disorders and psychosocial functioning. Methods. This study is based on diagnostic assessments administered at intake and subsequent follow-up interviews over a period of 15 years in a sample of 90 anxiety-disordered patients with comorbid PTSD who participated in the Harvard Brown Anxiety Research project (HARP). KaplanMeier life table analysis revealed a 0.20 probability of full remission during the 15 years of follow-up. Results. Latent growth model (LGM) analysis revealed that the number of trauma exposures was a predictor of a worse course of PTSD but only during some intervals of the 15-year follow-up. Subjects with full social phobia were more likely to experience worsening of PTSD over time in comparison with subjects with less severe social phobia. Role functioning in the areas of household and employment was a significant predictor of a declining course of PTSD. Conclusions. These findings revealed the dynamic nature of the predictive value of traumatic experiences, the deleterious effect of social phobia and the long term effect of psychosocial functioning on the course of PTSD. Implications for treatment planning and development of interventions for PTSD are discussed. © 2013 Informa Healthcare.","predictors of the long-term course of comorbid ptsd: a naturalistic prospective study",1,0
"84",14874,NA,"rescuers at risk: a systematic review and meta-regression analysis of the worldwide current prevalence and correlates of ptsd in rescue workers",0,0
"85",14370,NA,"initial reliability and validity of a new retrospective measure of child abuse and neglect",0,0
"86",14268,NA,"development, reliability, and validity of a dissociation scale",0,0
"87",14564,NA,"attending to the mental health of war-affected children: the need for longitudinal and developmental research perspectives",0,0
"88",311,NA,"response",0,0
"89",14808,NA,"mental health of workers and volunteers responding to events of 9/11: review of the literature",0,0
"90",14723,NA,"systematic review and meta-analysis of multiple-session early interventions following traumatic events",0,0
"91",14641,NA,"the validity of the hospital anxiety and depression scale: an updated literature review",0,0
"92",14371,NA,"the development of a clinician-administered ptsd scale",0,0
"93",14121,NA,"one-year prospective follow-up of motor vehicle accident victims",0,0
"94",14372,NA,"short-term follow-up of post-traumatic stress symptoms in motor vehicle accident victims",0,0
"95",14103,NA,"psychometric properties of the ptsd checklist (pcl)",0,0
"96",14731,NA,"mental health and resiliency following 44 months of terrorism: a survey of an israeli national representative sample",0,0
"97",14244,NA,"validating the primary care posttraumatic stress disorder screen and the posttraumatic stress disorder checklist with soldiers returning from combat",0,0
"98",14650,NA,"diagnostic criteria for postconcussional syndrome after mild to moderate traumatic brain injury",0,0
"99",14428,NA,"resilience and other stability concepts in ecology: notes on their origin, validity, and usefulness",0,0
"100",14781,NA,"mental health outcomes and predictors of chronic disorders after the north sea oil rig disaster: 27-year longitudinal follow-up study",0,0
"101",14603,NA,"ptsd symptoms in children and adolescents 28 months after a flood: age and gender differences",0,0
"102",14626,NA,"rates of major depressive disorder and clinical outcomes following traumatic brain injury",0,0
"103",14093,NA,"loss, trauma, and human resilience: have we underestimated the human capacity to thrive after extremely aversive events?",0,0
"104",14212,NA,"resilience in the face of potential trauma",0,0
"105",13701,NA,"uses and abuses of the resilience construct: loss, trauma, and health-related adversities",0,0
"106",13702,NA,"resilience and variability following oil spill disasters",1,0
"107",14213,NA,"psychological resilience after disaster: new york city in the aftermath of the september 11th terrorist attack",0,0
"108",14245,NA,"what predicts psychological resilience after disaster? the role of demographics, resources, and life stress",0,0
"109",14185,NA,"psychological resilience and dysfunction among hospitalized survivors of the sars epidemic in hong kong: a latent class approach",1,0
"110",14183,NA,"resilience to loss and chronic grief: a prospective study from preloss to 18-months postloss",0,0
"111",740,"Background: Most previous attempts to determine the psychological cost of military deployment have been limited by reliance on convenience samples, lack of pre-deployment data or confidentiality and cross-sectional designs. Aims: This study addressed these limitations using a population-based, prospective cohort of US military personnel deployed in support of the operations in Iraq and Afghanistan. Method: The sample consisted of US military service members in all branches including active duty, reserve and national guard who deployed once (n = 3393) or multiple times (n = 4394). Self-reported symptoms of post-traumatic stress were obtained prior to deployment and at two follow-ups spaced 3 years apart. Data were examined for longitudinal trajectories using latent growth mixture modelling. Results: Each analysis revealed remarkably similar post-traumatic stress trajectories across time. The most common pattern was low-stable post-traumatic stress or resilience (83.1% single deployers, 84.9% multiple deployers), moderate-improving (8.0%, 8.5%), then worsening-chronic post-traumatic stress (6.7%, 4.5%), high-stable (2.2% single deployers only) and high-improving (2.2% multiple deployers only). Covariates associated with each trajectory were identified. Conclusions: The final models exhibited similar types of trajectories for single and multiple deployers; most notably, the stable trajectory of low post-traumatic stress pre- to post-deployment, or resilience, was exceptionally high. Several factors predicting trajectories were identified, which we hope will assist in future research aimed at decreasing the risk of post-traumatic stress disorder among deployers.","trajectories of trauma symptoms and resilience in deployed us military service members: prospective cohort study",1,1
"112",740,"Background: Most previous attempts to determine the psychological cost of military deployment have been limited by reliance on convenience samples, lack of pre-deployment data or confidentiality and cross-sectional designs. Aims: This study addressed these limitations using a population-based, prospective cohort of US military personnel deployed in support of the operations in Iraq and Afghanistan. Method: The sample consisted of US military service members in all branches including active duty, reserve and national guard who deployed once (n = 3393) or multiple times (n = 4394). Self-reported symptoms of post-traumatic stress were obtained prior to deployment and at two follow-ups spaced 3 years apart. Data were examined for longitudinal trajectories using latent growth mixture modelling. Results: Each analysis revealed remarkably similar post-traumatic stress trajectories across time. The most common pattern was low-stable post-traumatic stress or resilience (83.1% single deployers, 84.9% multiple deployers), moderate-improving (8.0%, 8.5%), then worsening-chronic post-traumatic stress (6.7%, 4.5%), high-stable (2.2% single deployers only) and high-improving (2.2% multiple deployers only). Covariates associated with each trajectory were identified. Conclusions: The final models exhibited similar types of trajectories for single and multiple deployers; most notably, the stable trajectory of low post-traumatic stress pre- to post-deployment, or resilience, was exceptionally high. Several factors predicting trajectories were identified, which we hope will assist in future research aimed at decreasing the risk of post-traumatic stress disorder among deployers.","trajectories of trauma symptoms and resilience in deployed us military service members: prospective cohort study",1,1
"113",14214,NA,"self-enhancement among high-exposure survivors of the september 11th terrorist attack: resilience or social maladjustment?",0,0
"114",14604,NA,"is youth victimization related to trauma symptoms and depression after controlling for prior symptoms and family relationships? a longitudinal, prospective study",1,0
"115",932,NA,"association of fkbp5, comt and chrna5 polymorphisms with ptsd among outpatients at risk for ptsd",0,0
"116",14373,NA,"ptsd symptoms, life events, and unit cohesion in u.s. soldiers: baseline findings from the neurocognition deployment health study",0,0
"117",14374,NA,"structural equation model trees",0,0
"118",14824,NA,"substance use and mental health trends among u.s. military active duty personnel: key findings from the 2008 dod health behavior survey",0,0
"119",14269,NA,"trauma-related dissociative states and long-term psychopathology in posttraumatic stress disorder",0,0
"120",14270,NA,"dissociation and posttraumatic stress disorder in vietnam combat veterans",0,0
"121",14159,NA,"childhood physical abuse and combat-related posttraumatic stress disorder in vietnam veterans",0,0
"122",270,NA,"commentary: developmental trauma disorder: a missed opportunity in dsm v",0,0
"123",14782,NA,"outcomes of posttraumatic stress disorder",0,0
"124",14096,NA,"epidemiologic studies of trauma, posttraumatic stress disorder, and other psychiatric disorders",0,0
"125",14216,NA,"a second look at comorbidity in victims of trauma: the posttraumatic stress disorder-major depression connection",0,0
"126",14246,NA,"trauma and posttraumatic stress disorder in the community: the 1996 detroit area survey of trauma",0,0
"127",14160,NA,"a second look at prior trauma and the posttraumatic stress disorder effects of subsequent trauma: a prospective epidemiological study",0,0
"128",14618,NA,"reformulating ptsd for dsm-v: life after criterion a",0,0
"129",14247,NA,"stress and health during medical humanitarian assistance missions",0,0
"130",14681,NA,"the göteborg discotheque fire: posttraumatic stress, and school adjustment as reported by the primary victims 18 months later",0,0
"131",14695,NA,"de schokverwerkingslijst",0,0
"132",14752,NA,"psychometric properties of the depression anxiety stress scales (dass) in clinical samples",0,0
"133",14902,NA,"a systematic and conceptual review of posttraumatic stress in childhood cancer survivors and their parents",0,0
"134",14767,NA,"the list of threatening experiences: a subset of 12 life event categories with considerable long-term contextual threat",0,0
"135",14628,NA,"post-traumatic stress disorder vs traumatic brain injury",0,0
"136",14769,NA,"early predictors of posttraumatic stress disorder",0,0
"137",14903,NA,"predicting posttraumatic stress disorder from acute reactions",0,0
"138",14771,NA,"disentangling mild traumatic brain injury and stress reactions",0,0
"139",13717,NA,"response to fergusson and boden: the psychological impact of major disasters",0,0
"140",14707,NA,"a multisite study of initial respiration rate and heart rate as predictors of posttraumatic stress disorder",0,0
"141",14122,NA,"assessing acute stress disorder: psychometric properties of a structured clinical interview",0,0
"142",14248,NA,"acute psychophysiological arousal and posttraumatic stress disorder: a two-year prospective study",0,0
"143",14711,NA,"treatment of acute stress disorder: a randomized controlled trial",0,0
"144",14123,NA,"acute stress disorder scale: a self-report measure of acute stress disorder",0,0
"145",14499,NA,"mental health status of world trade center rescue and recovery workers and volunteers-new york city, july 2002-august 2004",1,0
"146",14623,NA,"the psychiatric sequelae of traumatic injury",0,0
"147",14217,NA,"a prospective examination of delayed onset ptsd secondary to motor vehicle accidents",0,0
"148",14249,NA,"out of sight, not out of mind: strategies for handling missing data",0,0
"149",14697,NA,"course of posttraumatic stress symptoms over the 5 years following an industrial disaster: a structural equation modeling study",1,0
"150",14660,NA,"relationship between posttraumatic stress disorder symptoms and the course of whiplash complaints",0,0
"151",13722,NA,"correspondence: gaza",0,0
"152",13723,NA,"gaza",0,0
"153",14724,NA,"individual differences in fear: isolating fear reactivity and fear recovery phenotypes",0,0
"154",14825,NA,"recruitment and attrition issues in military clinical trials and health research studies",0,0
"155",14429,NA,"psychological resilience in the face of terrorism",0,0
"156",14124,NA,"social support and stress: the role of social comparison and social exchange processes",0,0
"157",14847,NA,"posttraumatic stress disorder in parents of children with chronic illnesses: a meta-analysis",0,0
"158",14375,NA,"childhood adversity and combat as predictors of depression and post-traumatic stress in deployed troops",0,0
"159",14826,NA,"ptsd comorbidity and suicidal ideation associated with ptsd within the ohio army national guard",0,0
"160",14661,NA,"legislative change is associated with improved health status in people with whiplash",0,0
"161",14662,NA,"the effect of compensation claims on outcomes after injury",0,0
"162",14827,NA,"prevalence of depression-ptsd comorbidity: implications for clinical practice guidelines and primary care-based interventions",0,0
"163",13727,NA,"improving mental health is key to reduce violence in israel and gaza",0,0
"164",12272,NA,"post-traumatic stress disorder in vietnam combat veterans: an interpersonal profile using the structural analysis of social behavior model",0,0
"165",13731,NA,"introduction to a special issue on research with youth exposed to disasters and violence",0,0
"166",14759,NA,"methodological issues and research recommendations for mild traumatic brain injury: the who collaborating centre task force on mild traumatic brain injury",0,0
"167",14663,NA,"course and prognostic factors for neck pain in whiplash-associated disorders (wad): results of the bone and joint decade 2000-2010 task force on neck pain and its associated disorders",0,0
"168",14376,NA,"you want to measure coping but your protocol' too long: consider the brief cope",0,0
"169",14664,NA,"effect of eliminating compensation for pain and suffering on the outcome of insurance claims for whiplash injury",0,0
"170",14250,NA,"soldier dimensions and operational readiness in u.s. army forces deployed to kosovo",0,0
"171",14536,NA,"the course of posttraumatic stress symptoms and functional impairment following a disaster",1,0
"172",13739,NA,"epidemiologic research on interpersonal violence and common psychiatric disorders: where do we go from here?",0,0
"173",14733,NA,"do people turn to religion in times of stress? an examination of change in religiousness among elderly, medically iii patients",0,0
"174",14188,NA,"the millennium cohort study: a 21-year prospective cohort study of 140,000 military personnel",0,0
"175",776,NA,"clinical efficacy of a phaseolus vulgaris and cynara scolymus mixture on satiety",0,0
"176",14125,NA,"conceptual and methodological issues in developmental psychopathology research",0,0
"177",14875,NA,"emergency workers quality of life: the protective role of sense of community, efficacy beliefs, and coping strategies",0,0
"178",14115,NA,"lifetime trauma exposure in veterans with military-related posttraumatic stress disorder: association with current symptomatology",0,0
"179",14126,NA,"the aging veteran of world war ii: psychiatric and life course insights",0,0
"180",14904,NA,"screening for ptsd in motor accident survivors using the pss-sr and ies",0,0
"181",14828,NA,"mental health among reserve component military service members and veterans",0,0
"182",267,NA,"transforming trajectories for traumatized children",0,0
"183",14271,NA,"does repressive coping promote resilience? affective-autonomic response discrepancy during bereavement",0,0
"184",14876,NA,"too tired to care? the psychological effects of working with trauma",0,0
"185",14809,NA,"predictors of long-term prognosis of depression",0,0
"186",14784,NA,"practical assessment and evaluation of mental health problems following a mass disaster",0,0
"187",14810,NA,"a computerized, self-administered questionnaire to evaluate posttraumatic stress among firefighters after the world trade center collapse",0,0
"188",14665,NA,"initial patterns of clinical care and recovery from whiplash injuries: a population-based cohort study",0,0
"189",14785,NA,"ptsd, depression, and their comorbidity in relation to suicidality: cross-sectional and prospective analyses of a national probability sample of women",0,0
"190",14877,NA,"psychometric properties of the impact of event scale-revised",0,0
"191",14578,NA,"attachment and psychopathology",0,0
"192",14127,NA,"a realistic perspective on pattern representation in growth data: comment on bauer and curran (2003)",0,0
"193",14218,NA,"the use of latent trajectory models in psychopathology research",0,0
"194",14878,NA,"burnout in crisis line volunteers",0,0
"195",14849,NA,"how many latent classes of deliquent/criminal careers? results from mixed poisson regression analyses of the london, philadelphia, and racine cohorts studies",0,0
"196",14848,NA,"cognitive approaches to posttraumatic stress disorder: the evolution of multirepresentational the- orizing",0,0
"197",1689,"We conducted a follow-up assessment to assess the development of Posttraumatic Stress Disorder (PTSD) and depression among Chinese immigrants after the World Trade Center attack. Sixty-five Chinese displaced workers who were originally interviewed in May 2002 were re-interviewed in March 2003. Whereas depression scores decreased over time, average PTSD scores remained unchanged. The trajectory of posttraumatic stress symptoms was more complex, with an increasing number of individuals who show no or little emotional health problems and another increasing group of individuals with exacerbated posttraumatic stress symptoms. Although the mean values of the re-experiencing and hypervigilance cluster did not change over time, the mean value of the avoidance/numbing cluster increased significantly from time 1 (M = 4.60, SD = 4.98) to time 2 (M = 6.34, SD = 4.24), (F1.61 = 5.69, P = .02). A higher proportion of subjects met diagnostic criteria of PTSD at time 2 (27%) than at time 1 (21%). The study highlights the importance of ongoing mental health surveillance of diverse cultural and linguistic groups after a major traumatic event. (copyright) The Author 2005. Published by Oxford University Press on behalf of the New York Academy of Medicine. All rights reserved.","ptsd and depression among displaced chinese workers after the world trade center attack: a follow-up study",1,0
"198",1689,"We conducted a follow-up assessment to assess the development of Posttraumatic Stress Disorder (PTSD) and depression among Chinese immigrants after the World Trade Center attack. Sixty-five Chinese displaced workers who were originally interviewed in May 2002 were re-interviewed in March 2003. Whereas depression scores decreased over time, average PTSD scores remained unchanged. The trajectory of posttraumatic stress symptoms was more complex, with an increasing number of individuals who show no or little emotional health problems and another increasing group of individuals with exacerbated posttraumatic stress symptoms. Although the mean values of the re-experiencing and hypervigilance cluster did not change over time, the mean value of the avoidance/numbing cluster increased significantly from time 1 (M = 4.60, SD = 4.98) to time 2 (M = 6.34, SD = 4.24), (F1.61 = 5.69, P = .02). A higher proportion of subjects met diagnostic criteria of PTSD at time 2 (27%) than at time 1 (21%). The study highlights the importance of ongoing mental health surveillance of diverse cultural and linguistic groups after a major traumatic event. (copyright) The Author 2005. Published by Oxford University Press on behalf of the New York Academy of Medicine. All rights reserved.","ptsd and depression among displaced chinese workers after the world trade center attack: a follow-up study",1,0
"199",14745,NA,"lifetime events and posttraumatic stress disorder in 4 postconflict settings",0,0
"200",14906,NA,"maternal factors associated with sexually abused children’s psychosocial adjustment",0,0
"201",14377,NA,"association of trauma exposure with psychiatric morbidity in military veterans who have served since september 11, 2001",0,0
"202",14272,NA,"up close and personal: temporal variability in the drinking of individual college students during their first year",0,0
"203",2837,NA,"a general propensity to psychological distress affects cardiovascular outcomes: evidence from research on the type d (distressed) personality profile",0,0
"204",14219,NA,"differences in patterns of depression after treatment for breast cancer",0,0
"205",14579,NA,"a systematic review on the mental health of children and adolescents in areas of armed conflict in the middle east. child: care",0,0
"206",14685,NA,"risk factors for psychological and physical health problems after a man-made disaster: prospective study",0,0
"207",14128,NA,"investigating subtypes of child development: a comparison of cluster analysis and latent class cluster analysis in typology creation",0,0
"208",14203,NA,"alcohol use motives among traumatic event-exposed, treatment-seeking adolescents: associations with posttraumatic stress",0,0
"209",14378,NA,"the psychological risks of vietnam for u.s. veterans: a revisit with new data and methods",0,0
