"","id","abstract","title","included_ats","included_final"
"11",1464,"The current conflicts in Iraq and Afghanistan have resulted in a large cohort of military personnel exposed to combat-related psychological trauma as well as biomechanical trauma, including proximity to blast events. Historically, the long-term effects of both types of trauma have been viewed as having different neural substrates, with some controversy over the proper attribution of such symptoms evident after each of the major conflicts of the last century. Recently, great effort has been directed toward distinguishing which neuropsychiatric sequelae are due to which type of trauma. Of interest, however, is that the chronic effects of exposure to either process are associated with a significant overlap in clinical symptoms. Furthermore, similar brain regions are vulnerable to the effects of either psychological or biomechanical trauma, raising the possibility that shared mechanisms may underlie the clinically observed overlap in symptom profile. This paper reviews the literature on the neural substrate of biomechanical and psychological injury and discusses the implications for evaluation and treatment of the neuropsychiatric sequelae of these processes. (copyright) 2010 Association for Research in Nervous and Mental Disease.","effects of psychological and biomechanical trauma on brain and behavior",0,0
"12",1653,"This article examined the relation of five subtypes of trauma symptoms to hypothalamus-pituitary-adrenal (HPA) functioning as assessed with salivary cortisol before, during, and after an experimentally induced interpersonal conflict task in 194 heterosexual young adult couples. Trauma history and symptoms were assessed through structured clinical interviews and standardized self-report measures. Hierarchical linear modeling was used to analyze the effects of trauma symptoms on trajectories of cortisol reactivity to and recovery from the interpersonal stress. Trauma-related anxiety, depression, sleep disturbances, and dissociation significantly predicted cortisol reactivity and recovery. Trauma-related anxiety, sleep disturbances, and sexual problems significantly predicted partners' cortisol reactivity to interpersonal stress. (copyright) 2006 New York Academy of Sciences.","differential effects of subtypes of trauma symptoms on couples' hypothalamus-pituitary-adrenal (hpa) axis reactivity and recovery in response to interpersonal stress",0,0
"13",4066,"The postSeptember 11, 2001 wars in and around Afghanistan and Iraq have increased awareness of traumatic brain injury (TBI), particularly blast-induced mild TBI. This article provides an overview of TBI and its neuropsychiatric sequelae in U.S. war veterans who participated in the current operations in and around Afghanistan and Iraq, with particular emphasis on blast-related mild TBI. Psychiatric disorders, particularly posttraumatic stress disorder, pain, and sensory impairments are prevalent in war veterans with TBI. Research is needed to more definitively characterize the epidemiology of TBI-related functional difficulties, the effects of blasts compared with other mechanisms of injury, recovery trajectories, and treatment outcomes in this population. (copyright) 2012 by Annual Reviews. All rights reserved.","traumatic brain injury and its neuropsychiatric sequelae in war veterans",0,0
"14",1604,"A key assumption in the study of stress-induced cognitive and neurobiological modifications is that alterations in hippocampal functioning after stress are due to an excessive activity exerted by the amygdala on the hippocampus. Research so far focused on stress-induced impairment of hippocampal plasticity and memory but an exposure to stress may simultaneously also result in strong emotional memories. In fact, under normal conditions emotionally charged events are better remembered compared with neutral ones. Results indicate that under these conditions there is an increase in activity within the amygdala that may lead to memory of a different quality. Studying the way emotionality activates the amygdala and the functional impact of this activation we found that the amygdala modulates memory-related processes in other brain areas, such as the hippocampus. However, this modulation is complex, involving both enhancing and suppressing effects, depending on the way the amygdala is activated and the hippocampal subregion examined. The current review summarizes our findings and attempts to put them in context with the impact of an exposure to a traumatic experience, in which there is a mixture of a strong memory of some aspects of the experience but impaired memory of other aspects of that experience. Toward that end, we have recently developed an animal model for the induction of predisposition to stress-related disorders, focusing on the consequences of exposure to stressors during juvenility on the ability to cope with stress in adulthood. Exposing juvenile-stressed rats to an additional stressful challenge in adulthood revealed their impairment to cope with stress and resulted in significant elevation of the amygdala. Interestingly, and similar to our electrophysiological findings, differential effects were observed between the impact of the emotional challenge on CA1 and dentate gyrus subregions of the hippocampus. Taken together, the results indicate that long-term alterations within the amygdala contribute to stress-related mnemonic symptoms and suggest that elucidating further these intra-amygdala alterations and their effects on modulating other brain regions is likely to be beneficial for the development of novel approaches to treat stress-related disorders. (copyright) 2008 Elsevier B.V. All rights reserved.","amygdala modulation of memory-related processes in the hippocampus: potential relevance to ptsd",0,0
"15",5761,"OBJECTIVE: Systematic reviews highlight a broad range of cancer-related post-traumatic stress disorder (CR-PTSD) prevalence estimates in cancer survivors. This meta-analysis was conducted to provide a prevalence estimate of significant CR-PTSD symptoms and full diagnoses to facilitate the psychological aftercare of cancer survivors. METHODS: A systematic literature search was conducted for studies using samples of cancer survivors by using validated clinical interviews and questionnaires to assess the prevalence of CR-PTSD (k = 25, n = 4189). Prevalence estimates were calculated for each assessment method using random-effects meta-analysis. Mixed-effects meta-regression and categorical analyses were used to investigate study-level moderator effects. RESULTS: Studies using the PTSD Checklist-Civilian Version yielded lower event rates using cut-off [7.3%, 95% confidence intervals (CI) = 4.5-11.7, k = 10] than symptom cluster (11.2%, 95% CI = 8.7-14.4, k = 9). Studies using the Structured Clinical Interview for Diagnostic and Statistical Manual, Fourth Edition (SCID), yielded low rates for lifetime (15.3%, 95% CI = 9.1-25, k = 5) and current CR-PTSD (5.1%, 95% CI = 2.8-8.9, k = 9). Between-study heterogeneity was substantial (I2 = 54-87%). Studies with advanced-stage samples yielded significantly higher rates with PTSD Checklist-Civilian Version cluster scoring (p = 0.05), and when assessing current CR-PTSD on the SCID (p = 0.05). The effect of mean age on current PTSD prevalence met significance on the SCID (p = 0.05). SCID lifetime prevalence rates decreased with time post-treatment (R2 = 0.56, p < 0.05). DISCUSSION: The cancer experience is sufficiently traumatic to induce PTSD in a minority of cancer survivors. Post-hoc analyses suggest that those who are younger, are diagnosed with more advanced disease and recently completed treatment may be at greater risk of PTSD. More research is needed to investigate vulnerability factors for PTSD in cancer survivors. (c) 2014 The Authors. Psycho-Oncology published by John Wiley & Sons Ltd.","a meta-analysis of prevalence rates and moderating factors for cancer-related post-traumatic stress disorder",0,0
"16",56,"Objective: Systematic reviews highlight a broad range of cancer-related post-traumatic stress disorder (CR-PTSD) prevalence estimates in cancer survivors. This meta-analysis was conducted to provide a prevalence estimate of significant CR-PTSD symptoms and full diagnoses to facilitate the psychological aftercare of cancer survivors. Methods: A systematic literature search was conducted for studies using samples of cancer survivors by using validated clinical interviews and questionnaires to assess the prevalence of CR-PTSD (k=25, n=4189). Prevalence estimates were calculated for each assessment method using random-effects meta-analysis. Mixed-effects meta-regression and categorical analyses were used to investigate study-level moderator effects. Results: Studies using the PTSD Checklist-Civilian Version yielded lower event rates using cut-off [7.3%, 95% confidence intervals (CI)=4.5-11.7, k=10] than symptom cluster (11.2%, 95% CI=8.7-14.4, k=9). Studies using the Structured Clinical Interview for Diagnostic and Statistical Manual, Fourth Edition (SCID), yielded low rates for lifetime (15.3%, 95% CI=9.1-25, k=5) and current CR-PTSD (5.1%, 95% CI=2.8-8.9, k=9). Between-study heterogeneity was substantial (I2=54-87%). Studies with advanced-stage samples yielded significantly higher rates with PTSD Checklist-Civilian Version cluster scoring (p=0.05), and when assessing current CR-PTSD on the SCID (p=0.05). The effect of mean age on current PTSD prevalence met significance on the SCID (p=0.05). SCID lifetime prevalence rates decreased with time post-treatment (R2=0.56, p&lt;0.05). Discussion: The cancer experience is sufficiently traumatic to induce PTSD in a minority of cancer survivors. Post-hoc analyses suggest that those who are younger, are diagnosed with more advanced disease and recently completed treatment may be at greater risk of PTSD. More research is needed to investigate vulnerability factors for PTSD in cancer survivors. © 2014 The Authors.","a meta-analysis of prevalence rates and moderating factors for cancer-related post-traumatic stress disorder",0,0
"17",10445,"A number of antidepressants have emerged in the U.S. market in the past two decades. Selective serotonin reuptake inhibitors have become the drugs of choice in the treatment of depression, and they are also effective in the treatment of obsessive-compulsive disorder, panic disorder, and social phobia. New indications for selective serotonin reuptake inhibitors include post-traumatic stress disorder, premenstrual dysphoric disorder, and generalized anxiety disorder. Extended-release venlafaxine has recently been approved by the U.S. Food and Drug Administration for the treatment of generalized anxiety disorder. Mirtazapine, which is unrelated to the selective serotonin reuptake inhibitors, is unique in its action - stimulating the release of norepinephrine and serotonin. The choice of antidepressant drug depends on the agent's pharmacologic profile, secondary actions, and tolerability. Sexual dysfunction related to the use of antidepressants may be addressed by reducing the dosage, switching to another agent, or adding another drug to overcome the sexual side effects. Augmentation with lithium or triiodothyronine may be useful in patients who are partially or totally resistant to antidepressant treatment. Finally, tapering antidepressant medication may help to avoid discontinuation syndrome or antidepressant withdrawal. Copyright© 2003 American Academy of Family Physicians.","antidepressants: update on new agents and indications",0,0
"18",2239,"A number of antidepressants have emerged in the U.S. market in the past two decades. Selective serotonin reuptake inhibitors have become the drugs of choice in the treatment of depression, and they are also effective in the treatment of obsessive-compulsive disorder, panic disorder, and social phobia. New indications for selective serotonin reuptake inhibitors include post-traumatic stress disorder, premenstrual dysphoric disorder, and generalized anxiety disorder. Extended-release venlafaxine has recently been approved by the U.S. Food and Drug Administration for the treatment of generalized anxiety disorder. Mirtazapine, which is unrelated to the selective serotonin reuptake inhibitors, is unique in its action - stimulating the release of norepinephrine and serotonin. The choice of antidepressant drug depends on the agent's pharmacologic profile, secondary actions, and tolerability. Sexual dysfunction related to the use of antidepressants may be addressed by reducing the dosage, switching to another agent, or adding another drug to overcome the sexual side effects. Augmentation with lithium or triiodothyronine may be useful in patients who are partially or totally resistant to antidepressant treatment. Finally, tapering antidepressant medication may help to avoid discontinuation syndrome or antidepressant withdrawal. Copyright(copyright) 2003 American Academy of Family Physicians.","antidepressants: update on new agents and indications",0,0
"19",6027,"A number of antidepressants have emerged in the U.S. market in the past two decades. Selective serotonin reuptake inhibitors have become the drugs of choice in the treatment of depression, and they are also effective in the treatment of obsessive-compulsive disorder, panic disorder, and social phobia. New indications for selective serotonin reuptake inhibitors include post-traumatic stress disorder, premenstrual dysphoric disorder, and generalized anxiety disorder. Extended-release venlafaxine has recently been approved by the U.S. Food and Drug Administration for the treatment of generalized anxiety disorder. Mirtazapine, which is unrelated to the selective serotonin reuptake inhibitors, is unique in its action--stimulating the release of norepinephrine and serotonin. The choice of antidepressant drug depends on the agent's pharmacologic profile, secondary actions, and tolerability. Sexual dysfunction related to the use of antidepressants may be addressed by reducing the dosage, switching to another agent, or adding another drug to overcome the sexual side effects. Augmentation with lithium or triiodothyronine may be useful in patients who are partially or totally resistant to antidepressant treatment. Finally, tapering antidepressant medication may help to avoid discontinuation syndrome or antidepressant withdrawal.","antidepressants: update on new agents and indications",0,0
"20",12297,"Objective: Posttraumatic stress disorder (PTSD) is a prevalent, debilitating, and difficult to treat psychiatric disorder [1]. Very little is known of how PTSD affects neuroplasticity in the developing adolescent brain. Whereas multiple lines of research implicate amygdala-centered network dysfunction in the pathophysiology of adult PTSD [1,2], no study has yet examined the functional architecture of amygdalar networks in adolescent PTSD. Using intrinsic functional connectivity (iFC) analysis, we investigated the inherent/spontaneous functional connectivity of the basolateral (BLA) and centromedial (CMA) amygdala in sexually abused adolescents with PTSD relative to matched controls. Additionally, we examined whether altered amygdala subregional connectivity coincides with abnormal grey matter volume of the amygdaloid complex. Methods: Seed-based correlation analysis was employed to examine the iFC of the BLA and CMA subnuclei in 19 adolescents with PTSD (age 16.2±1.8) relative to 23 age, sex and IQ matched controls (age 15.5±1.78). Subject-level iFC maps were generated by calculating temporal correlations between BLA and CMA signals and signal from all other brain voxels in a general linear model, while correcting for physiological and motion-related noise. Motion censoring (also known as scrubbing) was additionally applied to remove the effects of micro-motion on subject-level iFC maps [3]. Subject-level iFC maps were then fed into a grouplevel mixed-effects analysis with multiple comparisons correction (Z>2.3, p<0.05). Optimized voxel-based morphometry (VBM) was performed to examine grey matter volume of BLA and CMA subnuclei. Structural images were grey matter-segmented, a study-specific grey matter template was created, and all nativespace grey matter images were registered to this template. Next, voxelwise permutation-based non-parametric testing was restricted to the BLA and CMA subnuclei and corrected for multiple comparisons (p<0.05). Finally, partial correlation analysis in patients examined the association between connectivity strength within regions of significant group differences and PTSD symptoms of stress and anxiety. Age, sex, and IQ were included in all analyses as covariates. Results: Our analysis revealed abnormal amygdalar connectivity and morphology in adolescent PTSD patients. More specifically, PTSD patients showed diminished right BLA connectivity with a cluster including dorsal and ventral portions of the anterior cingulate and medial prefrontal cortices (p<0.05, corrected). In contrast, PTSD patients showed increased left CMA connectivity with a cluster including the orbitofrontal and subcallosal cortices (p<0.05, corrected). Critically, these connectivity changes coincided with diminished grey matter volume within BLA and CMA subnuclei (p<0.05, corrected), and were predictive of more severe PTSD symptoms. Conclusions: These findings provide unique insights into how perturbations in major amygdalar circuits could hamper fear regulation and drive excessive acquisition and expression of fear in PTSD. As such, they represent an important step towards characterizing the neurocircuitry of adolescent PTSD, thereby informing the development of reliable biomarkers and potential therapeutic targets. We speculate that abnormal stress and anxiety early in life may cause the reconfiguration of amygdalar networks reported here and exacerbate vulnerability for stress-related psychopathology.","abnormal functional architecture of amygdala-centered networks in adolescent posttraumatic stress disorder",0,0
"21",12298,"Posttraumatic stress disorder (PTSD) is a prevalent, debilitating, and difficult to treat psychiatric disorder. Very little is known of how PTSD affects neuroplasticity in the developing adolescent brain. Whereas multiple lines of research implicate amygdala-centered network dysfunction in the pathophysiology of adult PTSD, no study has yet examined the functional architecture of amygdala subregional networks in adolescent PTSD. Using intrinsic functional connectivity analysis, we investigated functional connectivity of the basolateral (BLA) and centromedial (CMA) amygdala in 19 sexually abused adolescents with PTSD relative to 23 matched controls. Additionally, we examined whether altered amygdala subregional connectivity coincides with abnormal grey matter volume of the amygdaloid complex. Our analysis revealed abnormal amygdalar connectivity and morphology in adolescent PTSD patients. More specifically, PTSD patients showed diminished right BLA connectivity with a cluster including dorsal and ventral portions of the anterior cingulate and medial prefrontal cortices (p < 0.05, corrected). In contrast, PTSD patients showed increased left CMA connectivity with a cluster including the orbitofrontal and subcallosal cortices (p < 0.05, corrected). Critically, these connectivity changes coincided with diminished grey matter volume within BLA and CMA subnuclei (p < 0.05, corrected), with CMA connectivity shifts additionally relating to more severe symptoms of PTSD. These findings provide unique insights into how perturbations in major amygdalar circuits could hamper fear regulation and drive excessive acquisition and expression of fear in PTSD. As such, they represent an important step toward characterizing the neurocircuitry of adolescent PTSD, thereby informing the development of reliable biomarkers and potential therapeutic targets. Hum Brain Mapp 37:1120-1135, 2016. (c) 2016 Wiley Periodicals, Inc.","abnormal functional architecture of amygdala-centered networks in adolescent posttraumatic stress disorder",0,0
"22",1649,"Introduction: In order to reach a better understanding of the causes and symptoms of somatoform pain disorders, transcultural aspects have to be taken into account. The aim of this study was to identify psychiatric differences between somatoform pain patients from the former Yugoslavia and Austria. The study was conducted at the Behavioural Medicine Outpatient Pain Clinic, Department of Psychiatry, Medical University of Vienna. Method: With a case-control design, this study compared 25 consecutive chronic pain patients of Austrian ethnic origin (8 women, age: 48.2 (plus or minus) 10.4 years) to 25 age- ((plus or minus) 2 years) and gender-matched chronic pain patients from the former Yugoslavia (8 women, age: 48.0 (plus or minus) 10.0 years). The assessment of patients was based on a comprehensive pain questionnaire, the Beck Depression Inventory (BDI), the Whiteley Index (WI), the WHOQoL-Bref questionnaire, and the Structural Clinical Interviews for DSM-IV (SCID-I and SCID-II). Patients were assessed according to their background either in German or in Bosnian/Croatian/Serbian language. Results: Depressive symptomatology, as measured on the BDI, showed a highly significant difference between the two groups (30.4 (plus or minus) 11.9 vs. 21.1 (plus or minus) 12.3; p = 0.009). In addition to that, also hypochondrical concerns were significantly more pronounced among patients from the former Yugoslavia. 100 % of the ex-Yugoslav patients fulfilled the criteria for an affective disorder, as compared to 80 % (p = 0.02) in the Austrian control group. The ex-Yugoslav patients also showed a significantly higher incidence of PTSD (48 %). However, no significant difference was observed between both groups as regards anxiety disorders or substance dependency (alcohol, nicotine, sedatives). The results of SCID-II testing revealed a significantly higher rate of cluster A personality disorders among patients from the former Yugoslavia. Both patient groups reported a reduced quality of life, with the psychological quality of life level significantly lower among patients from the former Yugoslavia. Discussion: High PTSD prevalence rates may be regarded as one of the potential causes for the high comorbidity with affective disorders among the ex-Yugoslav patients. This has to be put in context with the war in the Balkans during the 1990s. With regard to cluster A personality disorders, vulnerability factors are to be taken into account. Resolving this issue, however, still requires further research.","transcultural differences in somatoform pain disorder. a comparative study with patients from the former yugoslavia and austria",0,0
"23",10095,"Introduction: In order to reach a better understanding of the causes and symptoms of somatoform pain disorders, transcultural aspects have to be taken into account. The aim of this study was to identify psychiatric differences between somatoform pain patients from the former Yugoslavia and Austria. The study was conducted at the Behavioural Medicine Outpatient Pain Clinic, Department of Psychiatry, Medical University of Vienna. Method: With a case-control design, this study compared 25 consecutive chronic pain patients of Austrian ethnic origin (8 women, age: 48.2 ± 10.4 years) to 25 age- (± 2 years) and gender-matched chronic pain patients from the former Yugoslavia (8 women, age: 48.0 ± 10.0 years). The assessment of patients was based on a comprehensive pain questionnaire, the Beck Depression Inventory (BDI), the Whiteley Index (WI), the WHOQoL-Bref questionnaire, and the Structural Clinical Interviews for DSM-IV (SCID-I and SCID-II). Patients were assessed according to their background either in German or in Bosnian/Croatian/Serbian language. Results: Depressive symptomatology, as measured on the BDI, showed a highly significant difference between the two groups (30.4 ± 11.9 vs. 21.1 ± 12.3; p = 0.009). In addition to that, also hypochondrical concerns were significantly more pronounced among patients from the former Yugoslavia. 100 % of the ex-Yugoslav patients fulfilled the criteria for an affective disorder, as compared to 80 % (p = 0.02) in the Austrian control group. The ex-Yugoslav patients also showed a significantly higher incidence of PTSD (48 %). However, no significant difference was observed between both groups as regards anxiety disorders or substance dependency (alcohol, nicotine, sedatives). The results of SCID-II testing revealed a significantly higher rate of cluster A personality disorders among patients from the former Yugoslavia. Both patient groups reported a reduced quality of life, with the psychological quality of life level significantly lower among patients from the former Yugoslavia. Discussion: High PTSD prevalence rates may be regarded as one of the potential causes for the high comorbidity with affective disorders among the ex-Yugoslav patients. This has to be put in context with the war in the Balkans during the 1990s. With regard to cluster A personality disorders, vulnerability factors are to be taken into account. Resolving this issue, however, still requires further research.","transcultural differences in somatoform pain disorder. a comparative study with patients from the former yugoslavia and austria",0,0
